"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10508608"	"0.68003"	"2.56e-01"	"1.21"	"-5.0904"	"2.30e-01"	"Pef1"	"penta-EF hand domain containing 1"
"10448355"	"0.68003"	"2.56e-01"	"-1.21"	"-5.09044"	"-1.81e-01"	"Kremen2"	"kringle containing transmembrane protein 2"
"10554061"	"0.68003"	"2.56e-01"	"-1.21"	"-5.09046"	"-2.02e-01"	"Adamts17"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17"
"10425945"	"0.68003"	"2.56e-01"	"1.21"	"-5.09049"	"2.81e-01"	"Fbln1"	"fibulin 1"
"10556061"	"0.68003"	"2.57e-01"	"1.21"	"-5.09051"	"1.42e-01"	"Platr28"	"pluripotency associated transcript 28"
"10557229"	"0.68003"	"2.57e-01"	"-1.21"	"-5.09052"	"-2.40e-01"	"Gm20274"	"predicted gene, 20274"
"10341280"	"0.68004"	"2.57e-01"	"1.21"	"-5.09058"	"4.10e-01"	""	""
"10344001"	"0.68011"	"2.57e-01"	"1.21"	"-5.09079"	"2.07e-01"	""	""
"10391518"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09081"	"-1.47e-01"	"Mpp3"	"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)"
"10590487"	"0.68011"	"2.57e-01"	"-1.21"	"-5.0909"	"-2.10e-01"	""	""
"10444268"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09094"	"-1.84e-01"	"Tap2///Tap2"	"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)///transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
"10558668"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09097"	"-2.59e-01"	"Olfr45"	"olfactory receptor 45"
"10607639"	"0.68011"	"2.57e-01"	"1.21"	"-5.09113"	"1.50e-01"	"Gja6"	"gap junction protein, alpha 6"
"10527012"	"0.68011"	"2.57e-01"	"1.21"	"-5.09116"	"2.68e-01"	"Lfng"	"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"10592164"	"0.68011"	"2.57e-01"	"-1.21"	"-5.0912"	"-1.51e-01"	"Pate4"	"prostate and testis expressed 4"
"10526743"	"0.68011"	"2.57e-01"	"1.21"	"-5.09131"	"2.64e-01"	"Cops6"	"COP9 signalosome subunit 6"
"10435802"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09135"	"-1.28e-01"	"Ccdc191"	"coiled-coil domain containing 191"
"10338590"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09139"	"-2.98e-01"	""	""
"10407358"	"0.68011"	"2.57e-01"	"1.21"	"-5.09139"	"2.00e-01"	"Paip1"	"polyadenylate binding protein-interacting protein 1"
"10566309"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09143"	"-1.48e-01"	"Ubqlnl"	"ubiquilin-like"
"10352497"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09147"	"-1.39e-01"	"Mir664///Snora36b"	"microRNA 664///small nucleolar RNA, H/ACA box 36B"
"10344412"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09148"	"-5.50e-01"	""	""
"10338865"	"0.68011"	"2.57e-01"	"1.21"	"-5.09151"	"2.37e-01"	""	""
"10338997"	"0.68011"	"2.57e-01"	"1.21"	"-5.09157"	"2.87e-01"	""	""
"10545532"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09164"	"-1.38e-01"	""	""
"10585249"	"0.68011"	"2.57e-01"	"1.21"	"-5.0917"	"1.67e-01"	"Ppp2r1b"	"protein phosphatase 2, regulatory subunit A, beta"
"10515154"	"0.68011"	"2.57e-01"	"-1.21"	"-5.09172"	"-1.41e-01"	"Gm5879///Rpl3"	"predicted gene 5879///ribosomal protein L3"
"10585091"	"0.68014"	"2.57e-01"	"1.21"	"-5.09181"	"1.29e-01"	"Nhp2l1"	"NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)"
"10483819"	"0.68024"	"2.57e-01"	"1.21"	"-5.09203"	"2.42e-01"	"Ttc30b"	"tetratricopeptide repeat domain 30B"
"10381122"	"0.68024"	"2.57e-01"	"-1.21"	"-5.09205"	"-1.76e-01"	"Fkbp10"	"FK506 binding protein 10"
"10571849"	"0.68024"	"2.57e-01"	"1.21"	"-5.0921"	"1.70e-01"	"Fbxo8"	"F-box protein 8"
"10479041"	"0.68024"	"2.57e-01"	"1.21"	"-5.09213"	"2.10e-01"	"Rbm38"	"RNA binding motif protein 38"
"10361705"	"0.68032"	"2.57e-01"	"-1.21"	"-5.0923"	"-1.36e-01"	"Sash1"	"SAM and SH3 domain containing 1"
"10374773"	"0.68032"	"2.57e-01"	"-1.21"	"-5.09232"	"-2.19e-01"	"Mir216a"	"microRNA 216a"
"10338293"	"0.68039"	"2.57e-01"	"-1.21"	"-5.09249"	"-2.33e-01"	""	""
"10483025"	"0.68039"	"2.57e-01"	"1.21"	"-5.09252"	"1.58e-01"	"Rbms1"	"RNA binding motif, single stranded interacting protein 1"
"10566597"	"0.68039"	"2.57e-01"	"-1.21"	"-5.09255"	"-1.65e-01"	"Olfr698"	"olfactory receptor 698"
"10475643"	"0.68044"	"2.57e-01"	"-1.21"	"-5.09266"	"-1.60e-01"	"Fgf7"	"fibroblast growth factor 7"
"10377695"	"0.6805"	"2.57e-01"	"1.21"	"-5.09278"	"2.78e-01"	"Phf23"	"PHD finger protein 23"
"10340577"	"0.68051"	"2.57e-01"	"1.21"	"-5.09285"	"3.72e-01"	""	""
"10342843"	"0.68053"	"2.57e-01"	"1.21"	"-5.09293"	"3.80e-01"	""	""
"10544300"	"0.68053"	"2.57e-01"	"-1.21"	"-5.09298"	"-1.22e-01"	"Prss58"	"protease, serine 58"
"10522186"	"0.68053"	"2.57e-01"	"-1.21"	"-5.09305"	"-1.90e-01"	"Chrna9"	"cholinergic receptor, nicotinic, alpha polypeptide 9"
"10446804"	"0.68053"	"2.57e-01"	"1.21"	"-5.09308"	"1.74e-01"	"Slc30a6"	"solute carrier family 30 (zinc transporter), member 6"
"10341514"	"0.68055"	"2.57e-01"	"1.21"	"-5.09322"	"2.84e-01"	""	""
"10367215"	"0.68055"	"2.57e-01"	"-1.21"	"-5.09326"	"-1.63e-01"	"Apon"	"apolipoprotein N"
"10522784"	"0.68055"	"2.58e-01"	"1.21"	"-5.0933"	"2.43e-01"	"Hmgn2"	"high mobility group nucleosomal binding domain 2"
"10421486"	"0.68055"	"2.58e-01"	"-1.21"	"-5.09331"	"-1.83e-01"	"F630201L12Rik"	"RIKEN cDNA F630201L12 gene"
"10353048"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09347"	"-2.86e-01"	""	""
"10607085"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09369"	"-1.40e-01"	"Kcne1l"	"potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene"
"10471608"	"0.68061"	"2.58e-01"	"-1.21"	"-5.0937"	"-1.69e-01"	"Cntrl"	"centriolin"
"10584433"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09374"	"-1.81e-01"	"Olfr914"	"olfactory receptor 914"
"10343968"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09377"	"-1.75e-01"	""	""
"10343249"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09379"	"-2.13e-01"	""	""
"10341034"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09383"	"-3.41e-01"	""	""
"10339171"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09394"	"-4.34e-01"	""	""
"10608723"	"0.68061"	"2.58e-01"	"1.21"	"-5.09394"	"1.18e-01"	""	""
"10341718"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09402"	"-2.35e-01"	""	""
"10566377"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09405"	"-1.47e-01"	"Olfr655"	"olfactory receptor 655"
"10338612"	"0.68061"	"2.58e-01"	"1.21"	"-5.09408"	"2.35e-01"	""	""
"10591997"	"0.68061"	"2.58e-01"	"-1.21"	"-5.0941"	"-1.17e-01"	"Gm10700"	"predicted gene 10700"
"10400072"	"0.68061"	"2.58e-01"	"1.21"	"-5.09412"	"2.89e-01"	"Scin"	"scinderin"
"10338922"	"0.68061"	"2.58e-01"	"-1.21"	"-5.09425"	"-2.92e-01"	""	""
"10519713"	"0.68061"	"2.58e-01"	"-1.20"	"-5.09428"	"-2.09e-01"	""	""
"10528598"	"0.68061"	"2.58e-01"	"1.20"	"-5.09429"	"1.71e-01"	"Fastk"	"Fas-activated serine/threonine kinase"
"10496251"	"0.68062"	"2.58e-01"	"-1.20"	"-5.0944"	"-1.48e-01"	"Bdh2"	"3-hydroxybutyrate dehydrogenase, type 2"
"10413008"	"0.68062"	"2.58e-01"	"1.20"	"-5.0944"	"1.91e-01"	"Fut11"	"fucosyltransferase 11"
"10402383"	"0.68063"	"2.58e-01"	"-1.20"	"-5.09449"	"-1.21e-01"	"Serpina1f"	"serine (or cysteine) peptidase inhibitor, clade A, member 1F"
"10490094"	"0.68063"	"2.58e-01"	"-1.20"	"-5.09453"	"-1.58e-01"	"4930470P17Rik"	"RIKEN cDNA 4930470P17 gene"
"10404347"	"0.68063"	"2.58e-01"	"-1.20"	"-5.09457"	"-1.44e-01"	"Prl5a1"	"prolactin family 5, subfamily a, member 1"
"10438672"	"0.68069"	"2.58e-01"	"1.20"	"-5.09469"	"1.08e-01"	"Tbccd1"	"TBCC domain containing 1"
"10590558"	"0.6807"	"2.58e-01"	"-1.20"	"-5.09476"	"-1.62e-01"	"Clec3b"	"C-type lectin domain family 3, member b"
"10363762"	"0.68073"	"2.58e-01"	"1.20"	"-5.09485"	"1.36e-01"	"Tmem26"	"transmembrane protein 26"
"10583421"	"0.68074"	"2.58e-01"	"1.20"	"-5.09491"	"1.72e-01"	""	""
"10577685"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09499"	"-2.23e-01"	"Adam3"	"a disintegrin and metallopeptidase domain 3 (cyritestin)"
"10366399"	"0.68074"	"2.58e-01"	"1.20"	"-5.09508"	"1.17e-01"	"Gm26596"	"predicted gene, 26596"
"10553319"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09515"	"-1.46e-01"	"Gm9999"	"predicted gene 9999"
"10559146"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09526"	"-1.93e-01"	"Brsk2"	"BR serine/threonine kinase 2"
"10484604"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09543"	"-2.81e-01"	"Olfr1065"	"olfactory receptor 1065"
"10377927"	"0.68074"	"2.58e-01"	"1.20"	"-5.09547"	"2.08e-01"	"Rnf167"	"ring finger protein 167"
"10555751"	"0.68074"	"2.58e-01"	"-1.20"	"-5.0955"	"-2.45e-01"	"Olfr572"	"olfactory receptor 572"
"10595753"	"0.68074"	"2.58e-01"	"1.20"	"-5.09551"	"1.64e-01"	"Trpc1"	"transient receptor potential cation channel, subfamily C, member 1"
"10409508"	"0.68074"	"2.58e-01"	"1.20"	"-5.09559"	"1.69e-01"	"Ddx41"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 41"
"10372716"	"0.68074"	"2.58e-01"	"1.20"	"-5.0956"	"1.34e-01"	"Rap1b"	"RAS related protein 1b"
"10474921"	"0.68074"	"2.58e-01"	"1.20"	"-5.09561"	"1.51e-01"	"Zfyve19"	"zinc finger, FYVE domain containing 19"
"10474048"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09575"	"-1.68e-01"	"Syt13"	"synaptotagmin XIII"
"10503145"	"0.68074"	"2.58e-01"	"-1.20"	"-5.0958"	"-1.95e-01"	""	""
"10476545"	"0.68074"	"2.58e-01"	"1.20"	"-5.09584"	"2.83e-01"	"Sptlc3"	"serine palmitoyltransferase, long chain base subunit 3"
"10499899"	"0.68074"	"2.58e-01"	"1.20"	"-5.09585"	"7.24e-01"	"Sprr1a"	"small proline-rich protein 1A"
"10338529"	"0.68074"	"2.58e-01"	"1.20"	"-5.0959"	"1.36e-01"	""	""
"10474520"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09593"	"-2.17e-01"	"Tdh"	"L-threonine dehydrogenase"
"10339182"	"0.68074"	"2.58e-01"	"1.20"	"-5.09601"	"1.19e-01"	""	""
"10462621"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09601"	"-2.00e-01"	"Ifit3b"	"interferon-induced protein with tetratricopeptide repeats 3B"
"10606837"	"0.68074"	"2.58e-01"	"-1.20"	"-5.09604"	"-1.35e-01"	"Nxf3"	"nuclear RNA export factor 3"
"10338312"	"0.68074"	"2.59e-01"	"-1.20"	"-5.0961"	"-4.78e-01"	""	""
"10340280"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09611"	"-4.01e-01"	""	""
"10338507"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09621"	"-3.48e-01"	""	""
"10558049"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09631"	"-1.52e-01"	"Plpp4"	"phospholipid phosphatase 4"
"10538299"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09643"	"-1.38e-01"	"Hoxaas2"	"Hoxa cluster antisense RNA 2"
"10338907"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09644"	"-2.60e-01"	""	""
"10436037"	"0.68074"	"2.59e-01"	"1.20"	"-5.09647"	"1.52e-01"	""	""
"10466837"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09649"	"-2.04e-01"	""	""
"10547943"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09653"	"-2.34e-01"	"Ncapd2"	"non-SMC condensin I complex, subunit D2"
"10403936"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09655"	"-2.65e-01"	"Olfr1360///Olfr1359"	"olfactory receptor 1360///olfactory receptor 1359"
"10414137"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09661"	"-1.82e-01"	"Grid1"	"glutamate receptor, ionotropic, delta 1"
"10354883"	"0.68074"	"2.59e-01"	"-1.20"	"-5.09661"	"-1.66e-01"	"Als2cr12"	"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12 (human)"
"10341636"	"0.68079"	"2.59e-01"	"1.20"	"-5.09672"	"2.60e-01"	""	""
"10344343"	"0.68084"	"2.59e-01"	"-1.20"	"-5.09682"	"-2.31e-01"	""	""
"10451761"	"0.68092"	"2.59e-01"	"1.20"	"-5.09696"	"1.15e-01"	"Tbc1d5"	"TBC1 domain family, member 5"
"10533483"	"0.68092"	"2.59e-01"	"1.20"	"-5.09702"	"2.38e-01"	"Atp2a2"	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
"10545827"	"0.68094"	"2.59e-01"	"1.20"	"-5.0971"	"1.93e-01"	"Rab11fip5"	"RAB11 family interacting protein 5 (class I)"
"10405693"	"0.68094"	"2.59e-01"	"1.20"	"-5.09715"	"1.58e-01"	"Dapk1"	"death associated protein kinase 1"
"10503204"	"0.68103"	"2.59e-01"	"-1.20"	"-5.0973"	"-1.42e-01"	"Chd7"	"chromodomain helicase DNA binding protein 7"
"10551822"	"0.68103"	"2.59e-01"	"1.20"	"-5.09738"	"2.21e-01"	"Zfp382"	"zinc finger protein 382"
"10436100"	"0.68103"	"2.59e-01"	"1.20"	"-5.09749"	"1.59e-01"	"Retnlg"	"resistin like gamma"
"10466515"	"0.68103"	"2.59e-01"	"-1.20"	"-5.09752"	"-1.68e-01"	"Foxb2"	"forkhead box B2"
"10563872"	"0.68103"	"2.59e-01"	"-1.20"	"-5.09757"	"-1.29e-01"	"Gabra5"	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5"
"10600698"	"0.68103"	"2.59e-01"	"-1.20"	"-5.09776"	"-1.38e-01"	"5430427O19Rik"	"RIKEN cDNA 5430427O19 gene"
"10506822"	"0.68103"	"2.59e-01"	"1.20"	"-5.09776"	"1.60e-01"	"Orc1"	"origin recognition complex, subunit 1"
"10490194"	"0.68103"	"2.59e-01"	"-1.20"	"-5.09777"	"-2.03e-01"	"Gm10714"	"predicted gene 10714"
"10517715"	"0.68103"	"2.59e-01"	"-1.20"	"-5.09779"	"-1.92e-01"	"Pax7"	"paired box 7"
"10485718"	"0.68103"	"2.59e-01"	"-1.20"	"-5.09781"	"-1.30e-01"	"Ano3"	"anoctamin 3"
"10338512"	"0.68103"	"2.59e-01"	"-1.20"	"-5.09782"	"-2.64e-01"	""	""
"10342173"	"0.68113"	"2.59e-01"	"-1.20"	"-5.09798"	"-3.54e-01"	""	""
"10412921"	"0.68126"	"2.59e-01"	"1.20"	"-5.09825"	"1.32e-01"	"Nid2"	"nidogen 2"
"10369431"	"0.68126"	"2.59e-01"	"-1.20"	"-5.09832"	"-1.65e-01"	"Adamts14"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14"
"10339610"	"0.68126"	"2.59e-01"	"1.20"	"-5.09832"	"3.07e-01"	""	""
"10340479"	"0.68126"	"2.59e-01"	"-1.20"	"-5.09833"	"-2.97e-01"	""	""
"10339571"	"0.68138"	"2.59e-01"	"1.20"	"-5.09851"	"1.90e-01"	""	""
"10388241"	"0.68141"	"2.59e-01"	"-1.20"	"-5.09862"	"-1.98e-01"	"Ctns"	"cystinosis, nephropathic"
"10482119"	"0.68141"	"2.59e-01"	"1.20"	"-5.09868"	"2.40e-01"	""	""
"10339700"	"0.68141"	"2.59e-01"	"-1.20"	"-5.0987"	"-3.14e-01"	""	""
"10492757"	"0.68147"	"2.59e-01"	"1.20"	"-5.09882"	"1.87e-01"	"Plrg1"	"pleiotropic regulator 1"
"10395252"	"0.68153"	"2.60e-01"	"1.20"	"-5.09902"	"2.17e-01"	"Ccdc71l"	"coiled-coil domain containing 71 like"
"10339335"	"0.68153"	"2.60e-01"	"-1.20"	"-5.09912"	"-4.06e-01"	""	""
"10606595"	"0.68153"	"2.60e-01"	"-1.20"	"-5.09916"	"-1.35e-01"	""	""
"10344082"	"0.68153"	"2.60e-01"	"1.20"	"-5.09919"	"3.50e-01"	""	""
"10492689"	"0.68153"	"2.60e-01"	"1.20"	"-5.0992"	"2.21e-01"	"Pdgfc"	"platelet-derived growth factor, C polypeptide"
"10479112"	"0.68153"	"2.60e-01"	"1.20"	"-5.0992"	"1.29e-01"	"Gnas///Nespas///Gnas"	"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus///neuroendocrine secretory protein antisense///GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
"10472570"	"0.68165"	"2.60e-01"	"1.20"	"-5.09939"	"1.63e-01"	"Ppig"	"peptidyl-prolyl isomerase G (cyclophilin G)"
"10444079"	"0.68176"	"2.60e-01"	"1.20"	"-5.09955"	"1.21e-01"	"Rgl2"	"ral guanine nucleotide dissociation stimulator-like 2"
"10493094"	"0.68179"	"2.60e-01"	"1.20"	"-5.09975"	"1.72e-01"	"Mrpl24"	"mitochondrial ribosomal protein L24"
"10497237"	"0.68179"	"2.60e-01"	"1.20"	"-5.09982"	"1.82e-01"	"Pag1"	"phosphoprotein associated with glycosphingolipid microdomains 1"
"10543080"	"0.68179"	"2.60e-01"	"1.20"	"-5.09989"	"1.81e-01"	"Rnps1"	"ribonucleic acid binding protein S1"
"10338851"	"0.68179"	"2.60e-01"	"-1.20"	"-5.09997"	"-2.29e-01"	""	""
"10546510"	"0.68179"	"2.60e-01"	"1.20"	"-5.10007"	"1.53e-01"	"Lrig1"	"leucine-rich repeats and immunoglobulin-like domains 1"
"10463211"	"0.68179"	"2.60e-01"	"1.20"	"-5.10009"	"1.81e-01"	"Pi4k2a"	"phosphatidylinositol 4-kinase type 2 alpha"
"10596517"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10015"	"-2.32e-01"	"Iqcf4"	"IQ motif containing F4"
"10543249"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10018"	"-1.51e-01"	"Gm4876///Gm4876"	"predicted gene 4876///predicted gene 4876"
"10340300"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10024"	"-2.70e-01"	""	""
"10345087"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10026"	"-1.67e-01"	"Mir30a"	"microRNA 30a"
"10473572"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10027"	"-1.35e-01"	""	""
"10484195"	"0.68179"	"2.60e-01"	"1.20"	"-5.10028"	"2.00e-01"	""	""
"10441392"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10037"	"-1.52e-01"	"Cldn20"	"claudin 20"
"10518524"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10043"	"-1.21e-01"	"Ubiad1"	"UbiA prenyltransferase domain containing 1"
"10396442"	"0.68179"	"2.60e-01"	"1.20"	"-5.10043"	"2.27e-01"	"Snapc1"	"small nuclear RNA activating complex, polypeptide 1"
"10339617"	"0.68179"	"2.60e-01"	"1.20"	"-5.10048"	"2.10e-01"	""	""
"10532896"	"0.68179"	"2.60e-01"	"-1.20"	"-5.10048"	"-1.64e-01"	"2610524H06Rik"	"RIKEN cDNA 2610524H06 gene"
"10430370"	"0.68183"	"2.60e-01"	"1.20"	"-5.10058"	"1.39e-01"	""	""
"10466636"	"0.6819"	"2.60e-01"	"-1.20"	"-5.10073"	"-1.91e-01"	"Tmc1"	"transmembrane channel-like gene family 1"
"10455784"	"0.6819"	"2.60e-01"	"-1.20"	"-5.10076"	"-1.58e-01"	"Gramd3"	"GRAM domain containing 3"
"10568982"	"0.68192"	"2.60e-01"	"-1.20"	"-5.10083"	"-2.47e-01"	"Zfp941"	"zinc finger protein 941"
"10395719"	"0.68196"	"2.60e-01"	"-1.20"	"-5.10111"	"-1.26e-01"	"Npas3"	"neuronal PAS domain protein 3"
"10344335"	"0.68196"	"2.60e-01"	"1.20"	"-5.10117"	"3.40e-01"	""	""
"10505374"	"0.68196"	"2.60e-01"	"-1.20"	"-5.10145"	"-1.49e-01"	"Col27a1"	"collagen, type XXVII, alpha 1"
"10383282"	"0.68196"	"2.60e-01"	"1.20"	"-5.1015"	"1.64e-01"	"Chmp6"	"charged multivesicular body protein 6"
"10530045"	"0.68196"	"2.60e-01"	"1.20"	"-5.10155"	"1.33e-01"	"Sepsecs"	"Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"10406718"	"0.68196"	"2.60e-01"	"1.20"	"-5.10161"	"1.39e-01"	"Wdr41"	"WD repeat domain 41"
"10488553"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10166"	"-2.68e-01"	"4921509C19Rik"	"RIKEN cDNA 4921509C19 gene"
"10547936"	"0.68196"	"2.61e-01"	"1.20"	"-5.10174"	"1.35e-01"	"Gm12070///Gm6981///Gm6498///Gm5523///Gm5177///3000002C10Rik///Gm5069///Gapdh"	"glyceraldehyde-3-phosphate dehydrogenase pseudogene///glyceraldehyde-3-phosphate dehydrogenase pseudogene///glyceraldehyde-3-phosphate dehydrogenase pseudogene///glyceraldehyde-3-phosphate dehydrogenase pseudogene///glyceraldehyde-3-phosphate dehydrogenase pseudogene///glyceraldehyde-3-phosphate dehydrogenase pseudogene///glyceraldehyde-3-phosphate dehydrogenase pseudogene///glyceraldehyde-3-phosphate dehydrogenase"
"10552796"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10176"	"-2.11e-01"	"Tsks"	"testis-specific serine kinase substrate"
"10519268"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10187"	"-1.66e-01"	"Mir200b"	"microRNA 200b"
"10365037"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10193"	"-1.27e-01"	"Matk"	"megakaryocyte-associated tyrosine kinase"
"10349378"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10196"	"-1.59e-01"	"Gm10543"	"predicted gene 10543"
"10430920"	"0.68196"	"2.61e-01"	"1.20"	"-5.10208"	"1.16e-01"	"Tcf20"	"transcription factor 20"
"10398422"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10215"	"-1.58e-01"	"Mir134"	"microRNA 134"
"10447483"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10225"	"-1.51e-01"	"Nanp"	"N-acetylneuraminic acid phosphatase"
"10340497"	"0.68196"	"2.61e-01"	"1.20"	"-5.10229"	"1.84e-01"	""	""
"10500736"	"0.68196"	"2.61e-01"	"1.20"	"-5.10245"	"1.66e-01"	"Vangl1"	"vang-like 1 (van gogh, Drosophila)"
"10599058"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10599060"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10599062"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10599073"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10599094"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10599105"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10603962"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10603973"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10603984"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10603995"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10604006"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10604017"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10604021"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10257"	"-6.37e-01"	""	""
"10423941"	"0.68196"	"2.61e-01"	"1.20"	"-5.10259"	"1.83e-01"	"Emc2"	"ER membrane protein complex subunit 2"
"10432378"	"0.68196"	"2.61e-01"	"-1.20"	"-5.10259"	"-1.25e-01"	"Lmbr1l"	"limb region 1 like"
"10365482"	"0.68196"	"2.61e-01"	"1.20"	"-5.10264"	"2.42e-01"	"Timp3"	"tissue inhibitor of metalloproteinase 3"
"10481560"	"0.68196"	"2.61e-01"	"-1.20"	"-5.1027"	"-2.39e-01"	"Qrfp"	"pyroglutamylated RFamide peptide"
"10503123"	"0.68196"	"2.61e-01"	"1.20"	"-5.10273"	"1.40e-01"	"Ubxn2b"	"UBX domain protein 2B"
"10544415"	"0.68198"	"2.61e-01"	"1.20"	"-5.10285"	"1.46e-01"	""	""
"10484697"	"0.68198"	"2.61e-01"	"-1.20"	"-5.10288"	"-1.76e-01"	"Olfr1154"	"olfactory receptor 1154"
"10343940"	"0.68198"	"2.61e-01"	"-1.20"	"-5.1029"	"-3.36e-01"	""	""
"10488973"	"0.682"	"2.61e-01"	"-1.20"	"-5.10297"	"-1.55e-01"	"Fer1l4"	"fer-1-like 4 (C. elegans)"
"10565996"	"0.68201"	"2.61e-01"	"1.20"	"-5.10304"	"2.20e-01"	"Inppl1"	"inositol polyphosphate phosphatase-like 1"
"10480090"	"0.68202"	"2.61e-01"	"1.20"	"-5.10311"	"3.50e-01"	"Itga8"	"integrin alpha 8"
"10500948"	"0.68212"	"2.61e-01"	"1.20"	"-5.10329"	"1.47e-01"	"Cttnbp2nl"	"CTTNBP2 N-terminal like"
"10341537"	"0.68212"	"2.61e-01"	"-1.20"	"-5.10331"	"-1.90e-01"	""	""
"10598085"	"0.68218"	"2.61e-01"	"-1.20"	"-5.10343"	"-3.60e-01"	""	""
"10489983"	"0.68221"	"2.61e-01"	"-1.20"	"-5.10355"	"-1.48e-01"	"Gm10724"	"predicted gene 10724"
"10408329"	"0.68221"	"2.61e-01"	"-1.20"	"-5.10357"	"-1.84e-01"	"Top2a///Hibadh"	"topoisomerase (DNA) II alpha///3-hydroxyisobutyrate dehydrogenase"
